,SK_ID_CURR,TARGET
24070,186616,0.0
24071,186617,0.0
24072,186618,1.0
24075,186628,0.0
24076,186633,0.0
24078,186641,0.0
24079,186645,0.0
24080,186646,0.0
24082,186651,0.0
24083,186653,0.0
24084,186654,0.0
24085,186655,0.0
24086,186657,0.0
24088,186661,0.0
24089,186664,1.0
24093,186673,1.0
24095,186689,0.0
24096,186693,0.0
24098,186705,0.0
24099,186719,0.0
24101,186724,0.0
24102,186733,0.0
24103,186738,0.0
24104,186748,0.0
24105,186751,0.0
24107,186759,0.0
24108,186766,0.0
24109,186775,0.0
24110,186776,0.0
24111,186779,0.0
24112,186781,0.0
24113,186784,0.0
24114,186785,0.0
24116,186792,0.0
24117,186798,0.0
24118,186799,0.0
24119,186800,0.0
24120,186806,0.0
24121,186808,0.0
24122,186809,0.0
24123,186814,0.0
24125,186824,0.0
24126,186825,0.0
24127,186827,0.0
24128,186828,0.0
24129,186829,0.0
24131,186833,0.0
24132,186834,0.0
24133,186835,0.0
24135,186841,0.0
24136,186851,0.0
24137,186852,0.0
24139,186856,0.0
24140,186857,1.0
24143,186876,0.0
24144,186880,0.0
24145,186888,0.0
24146,186889,0.0
24147,186892,0.0
24149,186895,0.0
24150,186897,0.0
24151,186903,0.0
24152,186904,0.0
24153,186907,0.0
24155,186910,0.0
24156,186912,0.0
24157,186914,0.0
24158,186920,0.0
24159,186921,0.0
24160,186925,0.0
24161,186935,0.0
24162,186939,0.0
24163,186941,1.0
24164,186946,0.0
24166,186955,0.0
24168,186964,0.0
24169,186965,0.0
24172,186970,0.0
24175,186978,0.0
24178,186984,0.0
24181,187011,0.0
24182,187014,0.0
24183,187018,0.0
24184,187023,0.0
24187,187041,0.0
24189,187044,1.0
24190,187050,0.0
24192,187053,0.0
24193,187055,0.0
24194,187059,0.0
24195,187064,0.0
24196,187067,0.0
24197,187072,0.0
24199,187076,0.0
24200,187077,0.0
24201,187080,0.0
24202,187084,1.0
24203,187088,0.0
24204,187090,0.0
24205,187091,0.0
24206,187095,0.0
24209,187104,1.0
24212,187114,0.0
24213,187119,0.0
24214,187120,0.0
24215,187128,0.0
24216,187130,0.0
24217,187131,0.0
24218,187132,0.0
24219,187135,1.0
24220,187140,0.0
24221,187146,0.0
24222,187147,1.0
24223,187148,1.0
24224,187149,0.0
24225,187154,0.0
24226,187163,0.0
24227,187165,0.0
24228,187166,0.0
24229,187169,0.0
24230,187174,0.0
24231,187176,0.0
24232,187177,0.0
24234,187183,0.0
24235,187185,0.0
24236,187187,1.0
24237,187188,0.0
24238,187192,0.0
24239,187193,0.0
24240,187196,0.0
24241,187199,1.0
24242,187200,0.0
24243,187201,0.0
24244,187203,0.0
24245,187204,0.0
24246,187209,0.0
24248,187215,0.0
24249,187217,0.0
24251,187221,0.0
24252,187222,0.0
24253,187227,0.0
24254,187231,0.0
24255,187239,0.0
24256,187241,0.0
24259,187257,0.0
24260,187258,0.0
24261,187264,0.0
24262,187265,0.0
24263,187266,0.0
24264,187268,0.0
24265,187274,0.0
24266,187275,0.0
24267,187276,0.0
24268,187278,0.0
24269,187279,0.0
24270,187293,0.0
24274,187302,0.0
24276,187314,0.0
24279,187321,1.0
24280,187322,0.0
24281,187331,1.0
24282,187333,0.0
24283,187338,0.0
24284,187342,0.0
24286,187349,0.0
24288,187359,0.0
24289,187360,0.0
24290,187363,0.0
24291,187365,0.0
24292,187369,0.0
24293,187371,0.0
24296,187374,1.0
24298,187377,0.0
24299,187379,0.0
24300,187385,0.0
24301,187389,0.0
24303,187393,0.0
24304,187403,0.0
24306,187412,0.0
24309,187417,0.0
24310,187419,0.0
24313,187423,0.0
24314,187428,0.0
24315,187430,0.0
24317,187433,0.0
24318,187435,0.0
24320,187444,0.0
24321,187450,0.0
24322,187452,0.0
24323,187457,0.0
24324,187459,0.0
24325,187463,0.0
24329,187472,0.0
24330,187474,0.0
24331,187478,0.0
24333,187486,0.0
24334,187495,0.0
24336,187507,0.0
24338,187517,0.0
24340,187521,0.0
24341,187523,0.0
24342,187532,0.0
24343,187533,0.0
24345,187541,0.0
24346,187545,0.0
24347,187546,0.0
24349,187553,0.0
24350,187559,0.0
24352,187561,0.0
24353,187564,0.0
24354,187571,0.0
24356,187576,0.0
24357,187581,1.0
24358,187583,0.0
24359,187586,0.0
24360,187589,0.0
24361,187591,0.0
24362,187598,0.0
24363,187602,0.0
24364,187607,1.0
24365,187609,0.0
24366,187615,0.0
24367,187620,0.0
24368,187621,1.0
24369,187623,0.0
24370,187624,1.0
24371,187632,0.0
24372,187633,0.0
24373,187634,1.0
24376,187650,0.0
24377,187653,0.0
24380,187663,0.0
24382,187669,0.0
24383,187670,0.0
24384,187671,0.0
24386,187678,0.0
24387,187681,0.0
24388,187682,0.0
24389,187683,0.0
24390,187685,0.0
24391,187690,0.0
24392,187693,1.0
24396,187701,0.0
24397,187703,0.0
24399,187715,0.0
24400,187725,0.0
24402,187739,1.0
24403,187741,0.0
24404,187742,0.0
24406,187746,0.0
24407,187750,0.0
24409,187754,0.0
24410,187755,0.0
24411,187756,0.0
24412,187757,0.0
24416,187764,0.0
24417,187765,0.0
24418,187769,0.0
24419,187774,0.0
24421,187777,1.0
24422,187778,0.0
24423,187780,0.0
24424,187789,0.0
24425,187793,0.0
24426,187794,0.0
24428,187804,0.0
24431,187831,0.0
24432,187837,0.0
24433,187846,0.0
24434,187848,0.0
24435,187849,0.0
24436,187851,0.0
24437,187859,1.0
24438,187860,0.0
24439,187869,0.0
24442,187876,0.0
24443,187882,0.0
24444,187884,0.0
24445,187885,0.0
24446,187897,0.0
24447,187900,0.0
24450,187908,0.0
24451,187909,0.0
24452,187911,0.0
24454,187918,0.0
24455,187924,0.0
24456,187926,0.0
24457,187930,0.0
24458,187931,0.0
24459,187935,0.0
24460,187937,0.0
24463,187954,0.0
24464,187961,0.0
24465,187970,0.0
24466,187973,0.0
24467,187974,0.0
24468,187979,0.0
24469,187995,0.0
24470,187996,0.0
24472,188002,0.0
24473,188004,0.0
24474,188005,0.0
24476,188008,0.0
24477,188010,0.0
24478,188016,0.0
24479,188023,0.0
24480,188029,0.0
24481,188031,0.0
24482,188033,0.0
24483,188043,1.0
24485,188047,0.0
24486,188048,0.0
24487,188062,0.0
24488,188063,0.0
24489,188066,0.0
24490,188068,0.0
24491,188072,1.0
24492,188074,0.0
24493,188076,0.0
24494,188087,0.0
24496,188100,0.0
24498,188104,0.0
24500,188107,0.0
24501,188113,0.0
24504,188132,0.0
24506,188147,0.0
24507,188152,0.0
24508,188154,0.0
24509,188162,0.0
24513,188177,0.0
24515,188179,0.0
24516,188180,0.0
24517,188191,0.0
24518,188193,1.0
24519,188196,0.0
24521,188206,0.0
24523,188210,0.0
24524,188213,0.0
24525,188224,0.0
24526,188225,0.0
24527,188229,1.0
24528,188231,0.0
24529,188236,0.0
24532,188240,0.0
24533,188241,0.0
24534,188246,0.0
24535,188249,0.0
24536,188250,1.0
24537,188251,0.0
24538,188263,0.0
24539,188265,0.0
24544,188279,0.0
24546,188290,0.0
24549,188296,0.0
24550,188299,0.0
24551,188304,0.0
24553,188306,0.0
24555,188310,0.0
24557,188314,0.0
24558,188315,1.0
24559,188325,0.0
24561,188331,0.0
24562,188332,1.0
24563,188334,0.0
24564,188335,0.0
24567,188344,0.0
24568,188353,0.0
24569,188357,0.0
24570,188361,1.0
24571,188365,0.0
24575,188377,0.0
24576,188382,0.0
24580,188392,0.0
24581,188393,0.0
24582,188394,0.0
24583,188396,0.0
24584,188397,0.0
24585,188401,0.0
24588,188414,0.0
24591,188423,0.0
24594,188434,0.0
24597,188447,0.0
24598,188448,0.0
24599,188451,0.0
24600,188452,0.0
24601,188459,1.0
24602,188467,0.0
24604,188471,0.0
24606,188474,1.0
24609,188487,0.0
24610,188489,0.0
24615,188504,0.0
24616,188506,0.0
24617,188509,0.0
24619,188516,0.0
24620,188517,0.0
24621,188524,0.0
24622,188526,0.0
24623,188528,0.0
24624,188529,0.0
24626,188536,0.0
24627,188539,0.0
24628,188543,0.0
24629,188545,0.0
24630,188547,0.0
24632,188555,0.0
24633,188562,0.0
24634,188564,0.0
24635,188572,0.0
24636,188582,1.0
24637,188595,0.0
24638,188596,1.0
24639,188597,1.0
24640,188600,0.0
24641,188601,0.0
24642,188602,1.0
24643,188604,0.0
24645,188606,0.0
24646,188613,0.0
24647,188619,0.0
24648,188620,0.0
24652,188650,0.0
24653,188651,0.0
24654,188652,1.0
24655,188663,0.0
24657,188670,0.0
24660,188674,0.0
24661,188676,0.0
24663,188679,0.0
24664,188681,0.0
24667,188693,0.0
24669,188701,0.0
24670,188704,0.0
24671,188708,0.0
24672,188717,0.0
24673,188718,0.0
24674,188720,0.0
24675,188728,0.0
24677,188737,0.0
24682,188761,0.0
24683,188762,0.0
24685,188777,0.0
24686,188783,0.0
24687,188785,0.0
24688,188789,0.0
24689,188790,0.0
24690,188794,0.0
24692,188797,0.0
24693,188799,0.0
24694,188800,0.0
24696,188813,0.0
24697,188816,0.0
24698,188817,0.0
24699,188819,0.0
24700,188820,0.0
24701,188824,0.0
24702,188826,0.0
24704,188855,0.0
24705,188864,0.0
24706,188867,1.0
24707,188871,0.0
24709,188881,0.0
24710,188884,0.0
24711,188886,0.0
24712,188887,0.0
24713,188891,0.0
24715,188895,0.0
24717,188897,0.0
24718,188902,0.0
24719,188906,0.0
24721,188917,0.0
24722,188926,0.0
24723,188931,0.0
24724,188934,0.0
24725,188937,0.0
24727,188957,0.0
24728,188959,0.0
24729,188960,0.0
24730,188961,0.0
24731,188964,1.0
24733,188972,0.0
24734,188973,0.0
24735,188981,0.0
24736,188983,0.0
24737,188985,0.0
24738,188989,0.0
24740,189007,0.0
24741,189008,0.0
24743,189020,0.0
24744,189021,0.0
24745,189026,0.0
24746,189028,0.0
24747,189029,0.0
24748,189038,0.0
24749,189040,0.0
24750,189042,0.0
24751,189048,0.0
24752,189050,0.0
24753,189051,0.0
24754,189054,0.0
24755,189057,0.0
24756,189060,0.0
24757,189063,0.0
24758,189064,0.0
24759,189066,0.0
24760,189067,0.0
24761,189070,0.0
24762,189071,0.0
24763,189072,0.0
24764,189073,0.0
24765,189083,0.0
24767,189088,0.0
24768,189090,0.0
24769,189091,0.0
24770,189094,0.0
24772,189103,0.0
24774,189105,0.0
24776,189108,0.0
24777,189110,0.0
24778,189111,0.0
24779,189116,0.0
24780,189117,0.0
24782,189127,0.0
24784,189132,0.0
24785,189138,0.0
24787,189142,1.0
24788,189149,0.0
24789,189150,0.0
24790,189155,0.0
24793,189162,0.0
24794,189171,1.0
24795,189172,0.0
24797,189175,0.0
24798,189180,0.0
24800,189183,0.0
24801,189186,0.0
24802,189187,0.0
24803,189196,0.0
24804,189205,0.0
24805,189209,0.0
24806,189215,0.0
24807,189216,0.0
24810,189234,0.0
24811,189235,0.0
24812,189238,0.0
24813,189241,0.0
24814,189244,0.0
24816,189248,0.0
24819,189264,0.0
24820,189266,0.0
24821,189268,0.0
24822,189275,0.0
24824,189278,0.0
24825,189281,0.0
24826,189287,0.0
24827,189289,0.0
24830,189297,0.0
24831,189298,0.0
24832,189299,1.0
24833,189300,0.0
24834,189301,0.0
24835,189306,0.0
24836,189308,0.0
24837,189310,0.0
24838,189311,0.0
24840,189325,0.0
24841,189329,1.0
24843,189335,0.0
24844,189351,0.0
24845,189352,0.0
24846,189353,0.0
24847,189360,0.0
24848,189362,0.0
24849,189369,0.0
24850,189370,0.0
24851,189373,0.0
24852,189376,0.0
24855,189383,0.0
24856,189389,0.0
24857,189390,0.0
24859,189400,0.0
24860,189401,1.0
24861,189405,0.0
24862,189408,0.0
24863,189410,0.0
24864,189411,0.0
24865,189417,0.0
24866,189426,0.0
24869,189434,0.0
24873,189447,0.0
24874,189450,0.0
24875,189452,0.0
24877,189457,0.0
24878,189462,0.0
24879,189465,0.0
24881,189468,0.0
24882,189470,0.0
24883,189472,0.0
24884,189486,0.0
24885,189487,1.0
24886,189488,0.0
24887,189494,0.0
24888,189498,0.0
24889,189499,0.0
24890,189502,0.0
24891,189504,1.0
24893,189506,1.0
24894,189508,0.0
24896,189520,0.0
24897,189524,0.0
24898,189533,0.0
24899,189538,0.0
24900,189542,1.0
24902,189549,0.0
24903,189554,0.0
24906,189582,0.0
24907,189583,0.0
24908,189590,0.0
24909,189593,1.0
24910,189595,0.0
24912,189597,0.0
24915,189608,0.0
24916,189617,0.0
24918,189625,0.0
24919,189627,0.0
24921,189630,0.0
24922,189637,1.0
24923,189642,0.0
24924,189646,0.0
24925,189647,0.0
24926,189654,0.0
24928,189658,0.0
24929,189662,0.0
24930,189665,0.0
24932,189679,0.0
24933,189682,0.0
24934,189687,0.0
24938,189704,0.0
24939,189708,0.0
24940,189715,0.0
24941,189719,0.0
24942,189723,0.0
24943,189724,0.0
24945,189728,0.0
24946,189730,0.0
24947,189731,0.0
24949,189737,0.0
24951,189739,0.0
24952,189740,0.0
24953,189742,0.0
24955,189744,0.0
24956,189746,0.0
24958,189749,0.0
24959,189751,0.0
24960,189755,0.0
24961,189760,0.0
24962,189762,0.0
24963,189763,0.0
24965,189766,0.0
24966,189767,0.0
24967,189770,0.0
24968,189772,0.0
24969,189776,0.0
24971,189782,0.0
24972,189784,0.0
24973,189788,0.0
24976,189802,1.0
24978,189812,0.0
24979,189815,0.0
24980,189816,0.0
24981,189821,0.0
24983,189824,0.0
24984,189833,0.0
24985,189837,0.0
24987,189847,0.0
24988,189851,0.0
24989,189860,0.0
24991,189868,0.0
24992,189871,0.0
24993,189872,0.0
24995,189882,0.0
24997,189885,0.0
24999,189890,0.0
25000,189891,0.0
25001,189895,0.0
25003,189900,0.0
25004,189901,0.0
25005,189903,1.0
25007,189911,1.0
25008,189915,1.0
25009,189920,1.0
25011,189925,0.0
25012,189929,0.0
25013,189931,0.0
25016,189943,0.0
25019,189958,0.0
25020,189962,0.0
25021,189970,0.0
25022,189971,0.0
25023,189999,0.0
25024,190003,0.0
25026,190011,1.0
25027,190014,0.0
25029,190022,0.0
25030,190025,0.0
25031,190029,0.0
25032,190032,1.0
25033,190034,0.0
25034,190036,0.0
25036,190047,0.0
25037,190052,0.0
25042,190068,0.0
25043,190074,0.0
25045,190080,0.0
25047,190086,0.0
25048,190088,0.0
25049,190090,0.0
25050,190097,0.0
25051,190099,1.0
25052,190100,1.0
25056,190113,0.0
25057,190115,0.0
25059,190121,0.0
25061,190124,0.0
25062,190128,0.0
25063,190130,0.0
25064,190135,0.0
25069,190144,0.0
25070,190146,0.0
25071,190147,0.0
25072,190149,0.0
25073,190156,0.0
25076,190162,0.0
25077,190163,0.0
25078,190166,0.0
25079,190170,0.0
25080,190174,0.0
25081,190181,0.0
25084,190195,0.0
25086,190197,0.0
25087,190205,0.0
25088,190208,0.0
25092,190219,0.0
25093,190220,0.0
25095,190233,0.0
25096,190246,0.0
25097,190253,0.0
25098,190255,0.0
25099,190256,1.0
25100,190258,0.0
25102,190260,0.0
25103,190262,0.0
25104,190263,0.0
25105,190264,0.0
25106,190268,0.0
25107,190269,0.0
25108,190271,0.0
25112,190312,0.0
25113,190313,0.0
25115,190319,0.0
25116,190321,0.0
25118,190332,0.0
25119,190334,0.0
25120,190335,0.0
25121,190338,0.0
25122,190340,0.0
25123,190342,0.0
25124,190346,0.0
25125,190350,1.0
25128,190357,0.0
25130,190367,0.0
25131,190369,0.0
25133,190371,1.0
25137,190380,0.0
25139,190385,1.0
25140,190399,1.0
25142,190401,0.0
25144,190404,0.0
25145,190407,0.0
25146,190411,0.0
25147,190414,1.0
25148,190416,0.0
25149,190419,0.0
25150,190420,0.0
25151,190421,1.0
25152,190422,0.0
25154,190426,1.0
25155,190427,0.0
25157,190429,0.0
25158,190434,0.0
25159,190437,0.0
25160,190438,0.0
25162,190441,0.0
25163,190442,0.0
25164,190446,0.0
25165,190448,0.0
25166,190458,0.0
25167,190462,1.0
25168,190463,0.0
25169,190477,0.0
25170,190485,0.0
25172,190497,0.0
25173,190499,0.0
25174,190501,0.0
25178,190529,0.0
25179,190539,0.0
25180,190544,0.0
25181,190546,0.0
25183,190550,0.0
25184,190558,0.0
25186,190568,0.0
25188,190570,0.0
25189,190572,0.0
25190,190577,0.0
25191,190582,0.0
25192,190585,0.0
25193,190586,0.0
25194,190604,0.0
25195,190608,0.0
25197,190614,0.0
25198,190616,0.0
25199,190622,1.0
25200,190623,0.0
25201,190633,0.0
25203,190650,0.0
25204,190651,0.0
25205,190653,1.0
25208,190661,0.0
25209,190668,0.0
25213,190674,0.0
25214,190677,1.0
25215,190680,0.0
25217,190683,0.0
25218,190688,0.0
25219,190693,0.0
25220,190695,1.0
25221,190700,0.0
25222,190704,0.0
25223,190708,0.0
25224,190709,0.0
25225,190719,0.0
25226,190720,1.0
25227,190725,0.0
25228,190726,0.0
25229,190727,0.0
25232,190742,0.0
25233,190747,1.0
25234,190754,0.0
25235,190755,0.0
25238,190770,0.0
25239,190771,0.0
25240,190776,0.0
25241,190778,0.0
25242,190781,0.0
25243,190783,0.0
25244,190785,0.0
25246,190794,0.0
25247,190796,1.0
25249,190801,0.0
25250,190802,0.0
25252,190806,0.0
25253,190809,0.0
25254,190815,1.0
25255,190816,0.0
25256,190822,0.0
25257,190827,0.0
25258,190829,0.0
25259,190833,0.0
25260,190837,0.0
25261,190840,0.0
25262,190846,0.0
25263,190847,0.0
25264,190856,0.0
25265,190857,0.0
25266,190859,0.0
25268,190874,0.0
25270,190880,0.0
25271,190885,0.0
25272,190892,0.0
25273,190894,0.0
25274,190897,0.0
25275,190905,0.0
25277,190912,0.0
25278,190917,0.0
25279,190925,0.0
25281,190937,0.0
25282,190941,0.0
25285,190945,1.0
25287,190949,0.0
25288,190951,0.0
25289,190952,0.0
25290,190953,0.0
25292,190956,0.0
25293,190959,0.0
25296,190969,0.0
25298,190981,0.0
25299,190982,0.0
25300,190989,0.0
25302,190995,0.0
25304,191007,0.0
25305,191008,0.0
25306,191009,0.0
25307,191012,0.0
25308,191013,0.0
25310,191021,0.0
25311,191025,0.0
25312,191030,0.0
25313,191031,0.0
25314,191035,0.0
25316,191039,0.0
25318,191041,0.0
25319,191047,0.0
25320,191051,0.0
25321,191053,1.0
25323,191060,0.0
25324,191061,0.0
25326,191082,0.0
25327,191088,0.0
25328,191091,1.0
25329,191093,0.0
25330,191095,0.0
25331,191096,0.0
25332,191101,0.0
25333,191103,0.0
25334,191105,1.0
25335,191107,0.0
25336,191109,0.0
25337,191113,0.0
25338,191121,0.0
25339,191127,0.0
25340,191130,0.0
25341,191132,0.0
25343,191136,1.0
25344,191142,0.0
25345,191146,1.0
25346,191148,0.0
25347,191153,0.0
25348,191154,0.0
25349,191156,0.0
25350,191160,1.0
25351,191164,0.0
25352,191166,0.0
25353,191171,0.0
25354,191172,0.0
25355,191173,1.0
25356,191184,0.0
25357,191185,0.0
25358,191186,0.0
25359,191187,0.0
25360,191189,0.0
25362,191198,0.0
25363,191202,1.0
25364,191210,0.0
25365,191221,0.0
25366,191225,0.0
25367,191226,0.0
25368,191229,0.0
25369,191230,1.0
25370,191231,0.0
25371,191235,0.0
25375,191242,0.0
25376,191246,0.0
25377,191248,0.0
25378,191251,0.0
25379,191256,0.0
25381,191262,0.0
25382,191264,0.0
25383,191267,0.0
25384,191270,0.0
25385,191271,0.0
25387,191273,0.0
25388,191274,1.0
25389,191276,0.0
25390,191281,0.0
25392,191289,0.0
25393,191292,0.0
25394,191297,0.0
25397,191311,1.0
25398,191312,0.0
25399,191316,0.0
25400,191319,0.0
25402,191329,0.0
25403,191331,0.0
25404,191332,0.0
25405,191337,0.0
25406,191338,0.0
25408,191346,0.0
25409,191348,0.0
25410,191350,0.0
25411,191353,0.0
25412,191356,0.0
25414,191363,0.0
25416,191366,0.0
25418,191378,0.0
25420,191390,0.0
25422,191396,0.0
25423,191404,0.0
25424,191408,1.0
25426,191410,0.0
25427,191412,0.0
25428,191417,1.0
25429,191418,1.0
25430,191421,0.0
25431,191422,0.0
25434,191431,1.0
25437,191440,0.0
25438,191443,0.0
25439,191446,0.0
25440,191454,0.0
25441,191459,0.0
25442,191460,1.0
25443,191461,0.0
25444,191462,0.0
25445,191471,0.0
25446,191475,0.0
25447,191476,0.0
25449,191491,0.0
25450,191492,0.0
25451,191493,0.0
25452,191496,0.0
25453,191499,0.0
25455,191504,0.0
25458,191523,0.0
25459,191525,0.0
25460,191528,0.0
25461,191530,0.0
25462,191535,0.0
25464,191538,0.0
25466,191545,0.0
25468,191560,0.0
25469,191570,0.0
25470,191575,0.0
25471,191578,1.0
25472,191579,0.0
25473,191581,0.0
25474,191582,0.0
25476,191588,0.0
25477,191589,0.0
25478,191592,0.0
25479,191594,0.0
25480,191595,0.0
25481,191599,0.0
25484,191606,0.0
25485,191612,0.0
25486,191620,0.0
25487,191622,0.0
25488,191623,1.0
25489,191626,0.0
25490,191633,0.0
25492,191635,1.0
25493,191641,0.0
25496,191660,0.0
25497,191662,0.0
25498,191664,0.0
25499,191665,0.0
25500,191673,0.0
25501,191690,0.0
25503,191697,0.0
25504,191698,0.0
25506,191701,0.0
25507,191703,0.0
25508,191704,0.0
25509,191711,0.0
25510,191713,1.0
25511,191718,0.0
25512,191724,0.0
25513,191725,1.0
25514,191728,0.0
25515,191734,0.0
25517,191743,0.0
25518,191747,0.0
25519,191750,0.0
25520,191752,0.0
25521,191753,0.0
25522,191754,0.0
25523,191757,1.0
25524,191765,0.0
25525,191767,0.0
25526,191769,0.0
25527,191770,0.0
25529,191774,0.0
25530,191776,0.0
25531,191778,0.0
25533,191786,0.0
25534,191787,0.0
25535,191790,0.0
25536,191791,0.0
25538,191810,0.0
25539,191813,0.0
25540,191814,0.0
25541,191816,0.0
25542,191817,0.0
25543,191818,0.0
25544,191820,0.0
25545,191822,0.0
25547,191829,1.0
25548,191832,0.0
25549,191835,1.0
25550,191838,0.0
25551,191839,0.0
25552,191842,1.0
25555,191855,0.0
25556,191862,0.0
25557,191863,0.0
25558,191864,0.0
25561,191887,0.0
25562,191889,0.0
25563,191892,0.0
25564,191902,0.0
25567,191905,0.0
25570,191916,0.0
25571,191925,0.0
25572,191926,0.0
25574,191929,0.0
25575,191931,0.0
25576,191934,1.0
25577,191937,0.0
25578,191939,0.0
25579,191940,0.0
25580,191944,0.0
25582,191954,0.0
25583,191955,0.0
25584,191957,0.0
25587,191965,1.0
25588,191966,0.0
25589,191970,0.0
25590,191974,0.0
25591,191980,0.0
25594,191993,0.0
25595,191995,0.0
25597,192002,0.0
25598,192003,0.0
25599,192006,0.0
25600,192010,0.0
25602,192020,0.0
25603,192024,0.0
25605,192038,0.0
25606,192046,0.0
25607,192047,0.0
25608,192048,0.0
25610,192051,0.0
25611,192055,1.0
25612,192058,0.0
25613,192060,0.0
25614,192061,0.0
25615,192063,0.0
25616,192065,0.0
25618,192075,0.0
25619,192085,0.0
25623,192092,0.0
25624,192095,1.0
25625,192096,0.0
25626,192101,0.0
25628,192104,0.0
25630,192113,0.0
25631,192118,0.0
25632,192121,0.0
25633,192122,0.0
25634,192124,0.0
25635,192129,0.0
25637,192134,0.0
25638,192139,0.0
25639,192141,0.0
25642,192152,0.0
25644,192161,0.0
25645,192162,0.0
25647,192165,0.0
25648,192166,0.0
25652,192173,0.0
25653,192183,0.0
25654,192185,0.0
25655,192190,0.0
25658,192194,0.0
25661,192202,0.0
25663,192205,0.0
25664,192206,0.0
25666,192211,0.0
25667,192213,0.0
25669,192228,0.0
25670,192241,0.0
25671,192243,0.0
25672,192244,0.0
25673,192248,0.0
25674,192249,0.0
25675,192254,0.0
25677,192265,0.0
25678,192275,0.0
25680,192279,0.0
25681,192282,0.0
25683,192292,1.0
25684,192295,0.0
25688,192316,0.0
25689,192317,0.0
25693,192341,0.0
25695,192346,0.0
25696,192348,0.0
25697,192349,0.0
25698,192352,0.0
25699,192357,0.0
25700,192359,0.0
25701,192364,0.0
25702,192368,0.0
25704,192376,0.0
25705,192379,0.0
25706,192384,0.0
25707,192393,0.0
25709,192405,0.0
25710,192406,0.0
25711,192408,0.0
25712,192413,0.0
25713,192417,0.0
25714,192418,0.0
25715,192425,0.0
25716,192430,0.0
25718,192435,0.0
25719,192437,1.0
25721,192446,0.0
25722,192447,0.0
25723,192449,0.0
25726,192461,0.0
25727,192466,0.0
25728,192473,0.0
25729,192479,0.0
25730,192480,0.0
25733,192495,0.0
25734,192500,1.0
25735,192505,0.0
25736,192515,0.0
25737,192517,0.0
25739,192529,0.0
25741,192531,0.0
25743,192536,0.0
25746,192542,0.0
25747,192547,0.0
25748,192552,0.0
25749,192553,0.0
25750,192555,0.0
25751,192562,0.0
25752,192567,0.0
25755,192575,0.0
25756,192576,0.0
25757,192581,0.0
25758,192583,0.0
25759,192585,0.0
25760,192588,0.0
25761,192592,0.0
25762,192601,1.0
25763,192603,0.0
25766,192616,0.0
25768,192620,0.0
25769,192621,1.0
25771,192630,0.0
25772,192634,0.0
25773,192635,0.0
25775,192641,0.0
25776,192644,0.0
25777,192645,0.0
25778,192646,0.0
25779,192649,0.0
25781,192653,0.0
25783,192667,0.0
25786,192679,0.0
25787,192683,0.0
25788,192685,0.0
25790,192690,1.0
25791,192694,0.0
25792,192695,0.0
25793,192700,0.0
25794,192702,0.0
25796,192712,0.0
25797,192719,1.0
25800,192729,0.0
25801,192732,0.0
25803,192736,0.0
25805,192738,0.0
25806,192741,1.0
25807,192754,0.0
25810,192763,0.0
25813,192772,1.0
25814,192774,0.0
25815,192775,0.0
25816,192786,0.0
25818,192788,0.0
25820,192801,0.0
25824,192824,0.0
25825,192825,0.0
25826,192830,0.0
25827,192833,0.0
25828,192835,0.0
25830,192846,0.0
25831,192848,0.0
25833,192854,0.0
25838,192873,0.0
25839,192874,0.0
25840,192880,0.0
25841,192889,0.0
25843,192907,0.0
25845,192914,0.0
25846,192916,0.0
25848,192928,0.0
25849,192929,0.0
25852,192943,0.0
25853,192952,0.0
25855,192959,1.0
25856,192961,0.0
25857,192964,1.0
25859,192970,0.0
25860,192975,0.0
25861,192976,0.0
25862,192977,0.0
25863,192984,1.0
25864,193001,0.0
25865,193003,0.0
25866,193008,0.0
25869,193018,0.0
25870,193037,0.0
25871,193038,0.0
25872,193047,0.0
25873,193052,0.0
25874,193059,0.0
25875,193065,0.0
25876,193067,0.0
25878,193070,0.0
25882,193083,0.0
25883,193084,0.0
25885,193099,0.0
25886,193109,1.0
25887,193114,1.0
25889,193117,0.0
25890,193119,0.0
25891,193124,0.0
25892,193125,0.0
25893,193126,0.0
25894,193127,1.0
25895,193131,0.0
25896,193132,0.0
25898,193141,0.0
25901,193147,0.0
25902,193148,1.0
25904,193162,0.0
25905,193167,0.0
25906,193168,0.0
25912,193183,0.0
25914,193186,0.0
25916,193189,0.0
25918,193194,0.0
25920,193215,0.0
25921,193217,0.0
25922,193219,0.0
25923,193220,0.0
25924,193238,0.0
25926,193246,0.0
25927,193247,0.0
25928,193265,0.0
25929,193271,0.0
25930,193277,0.0
25931,193284,0.0
25932,193291,0.0
25934,193295,0.0
25937,193306,0.0
25939,193313,0.0
25940,193318,0.0
25942,193328,0.0
25943,193329,0.0
25944,193334,0.0
25945,193336,0.0
25946,193337,1.0
25948,193342,0.0
25949,193345,1.0
25950,193347,0.0
25951,193350,0.0
25953,193360,0.0
25954,193361,0.0
25955,193363,0.0
25956,193371,0.0
25958,193379,0.0
25959,193380,0.0
25961,193382,0.0
25962,193387,0.0
25964,193392,0.0
25966,193403,0.0
25967,193404,0.0
25968,193407,0.0
25969,193408,0.0
25970,193411,0.0
25972,193422,0.0
25973,193424,0.0
25974,193428,0.0
25975,193435,0.0
25978,193443,0.0
25979,193457,0.0
25981,193459,0.0
25982,193463,0.0
25983,193466,0.0
25984,193471,0.0
25985,193473,1.0
25986,193480,0.0
25987,193481,0.0
